asset_id,asset_type,section_type,zone,age_years,inspection_interval_days,last_inspection_days_ago,overdue_ratio,traffic_density_trains_per_day,max_speed_kmph,load_tonnage_daily,weather_exposure_index,temperature_extremity_index,gradient_curvature_index,condition_rating,corrosion_index,historical_failures_last_2yrs,avg_repair_time_hours,redundancy_available,distance_from_depot_km,passenger_footfall_daily,freight_value_index,trains_affected_if_failure,risk_score,failure_within_30_days,criticality_score,urgency_score,impact_score,final_priority_score
AST-002577,Track,Main_Line,Northern,6.52,30,85.0,2.834,19.0,110,1446.2,0.437,0.359,0.65,2.28,0.254,0,26.9,True,55.2,1273,0.596,6,0.3004,0,0.3813,0.7557,0.2602,0.4325
AST-002578,Points_and_Crossing,Main_Line,Western,1.96,20,7.9,0.396,96.8,100,2876.4,0.653,0.59,0.012,3.64,0.252,0,8.9,False,56.3,1690,0.596,94,0.0873,0,0.8786,0.1055,0.81,0.4376
AST-002579,OHE,Siding,NorthEastern,22.17,45,20.0,0.444,6.5,80,828.1,0.664,0.272,0.364,3.03,0.296,0,7.3,False,40.5,1236,0.267,5,0.3043,0,0.4221,0.1185,0.3856,0.3054
AST-002580,Track,Siding,Eastern,33.91,30,77.3,2.578,14.7,110,885.9,0.607,0.034,0.241,1.47,0.464,1,16.3,True,41.7,95,0.492,2,0.5476,0,0.3363,0.7375,0.1181,0.4673
AST-002581,Signal,Branch_Line,Southern,8.85,15,4.5,0.297,30.3,60,2698.0,0.492,0.317,0.529,3.83,0.291,0,11.3,True,42.7,1315,0.287,5,0.0694,0,0.3985,0.0791,0.1962,0.1896
AST-002582,Points_and_Crossing,Branch_Line,Eastern,14.36,20,3.2,0.158,17.5,80,1229.5,0.556,0.635,0.565,3.07,0.378,0,22.1,False,13.0,990,0.868,9,0.4051,0,0.5072,0.0422,0.5085,0.3605
AST-002583,Level_Crossing,Branch_Line,Southern,11.97,60,60.5,1.009,17.2,100,1588.0,0.538,0.265,0.457,4.94,0.301,0,10.9,False,23.9,336,0.129,19,0.2123,0,0.5545,0.269,0.3646,0.352
AST-002584,Points_and_Crossing,Main_Line,Eastern,8.82,20,0.6,0.03,32.0,110,1239.0,0.655,0.361,0.076,4.24,0.355,0,15.1,False,27.0,1262,0.241,29,0.2018,0,0.662,0.0081,0.5225,0.3395
AST-002585,OHE,Siding,Western,15.39,45,15.3,0.34,5.6,100,1720.7,0.37,0.071,0.371,4.16,0.237,0,15.5,True,9.1,242,0.024,1,0.3697,0,0.2811,0.0907,0.0308,0.2225
AST-002586,Signal,Siding,Central,6.82,15,9.2,0.61,6.1,100,795.3,0.315,0.208,0.848,4.23,0.197,0,24.4,False,31.5,735,0.55,6,0.4632,0,0.4568,0.1628,0.4063,0.3776
AST-002587,Signal,Siding,Western,12.57,15,29.0,1.932,13.8,80,931.1,0.81,0.357,0.284,2.85,0.467,0,14.6,True,6.4,313,0.028,4,0.5139,0,0.2737,0.5153,0.055,0.3734
AST-002588,Track,Main_Line,Western,1.91,30,26.8,0.892,41.6,110,2736.4,0.597,0.317,0.156,4.4,0.332,0,16.2,False,19.6,607,0.527,46,0.1134,0,0.7711,0.2378,0.6244,0.4185
AST-002589,Points_and_Crossing,Main_Line,Central,10.32,20,16.2,0.812,38.9,80,2469.2,0.355,0.453,0.394,3.57,0.219,0,14.4,False,47.2,2939,0.609,21,0.3483,0,0.6872,0.2165,0.6892,0.4682
AST-002590,Track,Main_Line,Central,18.17,30,9.0,0.299,24.9,80,1482.7,0.476,0.095,0.464,4.33,0.256,0,19.7,False,7.4,910,0.357,22,0.2149,0,0.5641,0.0798,0.4757,0.325
AST-002591,Signal,Branch_Line,Western,24.61,15,53.2,3.547,33.5,130,2443.6,0.557,0.282,0.052,1.21,0.553,0,18.3,False,12.1,842,0.031,34,0.52,0,0.7469,0.8,0.4747,0.6513
AST-002592,Track,Main_Line,NorthEastern,42.39,30,51.9,1.73,19.1,80,1645.4,0.892,0.434,0.058,2.64,0.596,0,11.0,False,78.9,451,0.259,19,0.632,0,0.5302,0.4613,0.4001,0.524
AST-002593,OHE,Yard,Southern,13.27,45,45.1,1.003,9.9,100,1987.1,0.733,0.672,0.344,3.22,0.327,0,24.2,True,15.0,1091,0.113,2,0.293,0,0.3178,0.2674,0.1251,0.2689
AST-002594,Track,Branch_Line,Central,17.41,30,4.7,0.155,26.4,80,3489.9,0.467,0.62,0.09,4.18,0.216,0,4.3,False,31.3,408,0.498,28,0.0,0,0.6343,0.0414,0.497,0.2752
AST-002595,Signal,Main_Line,Northern,11.34,15,17.0,1.135,68.8,130,1861.8,0.249,0.371,0.433,2.54,0.136,0,6.1,False,45.1,279,0.044,61,0.4695,0,0.9059,0.3026,0.582,0.5756
AST-002596,OHE,Branch_Line,Southern,14.42,45,23.5,0.523,11.8,60,4485.8,0.781,0.144,0.077,3.95,0.422,0,11.3,False,30.6,823,0.101,6,0.4014,0,0.5287,0.1394,0.3237,0.3624
AST-002597,Track,Branch_Line,Western,23.22,30,8.0,0.268,21.7,110,2364.9,0.378,0.397,0.701,3.52,0.243,0,28.1,False,9.8,2105,0.044,21,0.3743,0,0.6269,0.0715,0.5067,0.3942
AST-002598,Level_Crossing,Branch_Line,Northern,17.47,60,100.9,1.682,49.7,100,3166.4,0.53,0.435,0.225,2.48,0.233,1,3.4,True,15.9,1215,0.535,12,0.4733,0,0.6189,0.4986,0.2783,0.4941
AST-002599,Track,Main_Line,Southern,26.03,30,18.5,0.616,64.0,80,1000.2,0.531,0.619,0.306,2.51,0.453,1,34.6,True,41.6,1466,0.324,14,0.4094,1,0.5839,0.2144,0.2687,0.3919
AST-002600,Signal,Yard,Eastern,10.82,15,8.3,0.554,33.5,80,1998.9,0.597,0.362,0.741,3.68,0.476,0,17.9,True,13.3,134,0.046,7,0.3039,0,0.4373,0.1477,0.0612,0.2685
AST-002601,Points_and_Crossing,Main_Line,Central,3.73,20,1.1,0.056,15.3,100,4631.4,0.447,0.749,0.533,3.93,0.258,0,9.5,False,26.5,393,0.135,16,0.2258,0,0.6335,0.015,0.353,0.3145
AST-002602,Bridge,Branch_Line,NorthEastern,18.53,180,506.9,2.816,17.0,100,3290.3,0.681,0.672,0.32,2.58,0.376,0,19.7,True,14.2,163,0.31,3,0.4455,0,0.4044,0.7509,0.093,0.4566
AST-002603,Signal,Main_Line,Southern,15.16,15,5.3,0.35,30.4,100,1199.3,0.664,0.355,0.395,2.84,0.321,0,6.8,False,5.4,1285,0.193,19,0.6161,0,0.6308,0.0935,0.4565,0.4659
AST-002604,Signal,Main_Line,Western,15.8,15,4.9,0.326,29.8,110,1542.7,0.509,0.517,0.19,3.38,0.355,0,17.5,False,10.7,907,0.422,16,0.5001,0,0.6564,0.0871,0.4533,0.4367
AST-002605,Points_and_Crossing,Siding,Central,6.14,20,9.6,0.48,11.2,80,661.5,0.546,0.426,0.333,4.16,0.139,0,8.0,True,5.8,270,0.135,2,0.316,0,0.2483,0.128,0.0612,0.2105
AST-002606,Signal,Siding,Western,11.84,15,18.9,1.259,1.9,60,698.9,0.549,0.521,0.418,3.5,0.225,0,5.3,False,40.2,606,0.082,2,0.4695,0,0.3489,0.3359,0.2785,0.3713
AST-002607,Signal,Siding,Western,5.44,15,13.8,0.923,17.2,60,2508.5,0.614,0.294,0.1,4.53,0.183,0,13.1,True,35.4,169,0.601,5,0.236,0,0.3052,0.246,0.1635,0.2484
AST-002608,Signal,Main_Line,Western,9.15,15,2.2,0.145,20.3,60,3580.5,0.444,0.033,0.602,4.01,0.371,0,10.2,True,42.3,1398,0.112,6,0.3167,0,0.3581,0.0387,0.1739,0.2382
AST-002609,Points_and_Crossing,Main_Line,NorthEastern,17.46,20,14.1,0.703,66.8,80,4747.2,0.782,0.6,0.235,2.02,0.569,1,11.6,False,5.6,922,0.193,72,0.5853,1,0.8963,0.2374,0.6655,0.6037
AST-002610,Signal,Siding,Northern,14.68,15,57.0,3.8,8.5,100,628.2,0.396,0.434,0.617,1.09,0.173,0,10.1,True,74.4,61,0.628,2,0.4001,0,0.2677,0.8,0.1424,0.4217
AST-002611,Bridge,Yard,NorthEastern,59.18,180,185.8,1.032,5.5,110,781.9,0.649,0.774,0.042,2.96,0.44,1,9.9,True,64.3,342,0.428,1,0.4714,1,0.2715,0.3253,0.1199,0.3222
AST-002612,Points_and_Crossing,Main_Line,Northern,4.16,20,4.0,0.201,32.8,100,5855.8,0.226,0.859,0.671,4.78,0.121,0,15.3,False,11.3,1241,0.507,16,0.2029,0,0.7609,0.0536,0.4982,0.3773
AST-002613,Track,Main_Line,Southern,30.15,30,81.0,2.699,67.8,80,9527.8,0.68,0.683,0.109,2.07,0.507,0,6.6,False,7.2,739,0.288,58,0.5094,1,0.9038,0.7197,0.6574,0.7025
AST-002614,Points_and_Crossing,Branch_Line,NorthEastern,16.35,20,21.9,1.096,36.4,100,2188.6,0.762,0.613,0.237,2.14,0.576,0,22.9,False,43.3,449,0.663,42,0.7576,0,0.7008,0.2923,0.6151,0.6029
AST-002615,Level_Crossing,Main_Line,Southern,12.97,60,40.8,0.681,33.5,100,2394.8,0.472,0.253,0.156,3.31,0.291,0,13.3,False,20.0,3297,0.149,17,0.4047,0,0.6875,0.1815,0.5791,0.4599
AST-002616,OHE,Branch_Line,Central,32.23,45,20.0,0.444,17.2,110,494.7,0.535,0.379,0.501,3.48,0.317,0,13.0,False,46.1,479,0.248,14,0.2869,0,0.5412,0.1184,0.3711,0.3337
AST-002617,Signal,Branch_Line,Southern,22.96,15,8.3,0.556,12.7,60,264.9,0.803,0.429,0.116,2.26,0.669,0,22.3,True,24.5,775,0.015,4,0.7431,0,0.2079,0.1484,0.091,0.336
AST-002618,OHE,Yard,Northern,17.34,45,48.5,1.077,13.1,100,1335.1,0.337,0.333,0.42,3.2,0.338,0,8.6,True,57.6,272,0.156,3,0.2297,0,0.3198,0.2873,0.0715,0.2474
AST-002619,Track,Main_Line,NorthEastern,19.51,30,29.9,0.998,23.6,60,4299.0,0.82,0.078,0.098,3.68,0.435,0,11.9,False,32.6,597,0.579,17,0.3572,0,0.6019,0.2661,0.4647,0.424
AST-002620,Bridge,Yard,Central,77.58,180,373.6,2.076,16.9,130,1129.5,0.404,0.533,0.13,1.39,0.42,1,21.4,True,14.8,937,0.474,5,0.6375,0,0.3967,0.6036,0.202,0.4915
AST-002621,Signal,Main_Line,Central,4.66,15,26.7,1.778,26.6,100,7542.7,0.492,0.446,0.171,3.94,0.314,0,14.9,False,58.5,2704,0.106,30,0.3414,0,0.7198,0.4742,0.6215,0.5301
AST-002622,Track,Main_Line,Eastern,11.84,30,27.1,0.903,43.5,110,5774.4,0.734,0.226,0.44,3.87,0.303,0,4.3,True,6.5,1106,0.831,7,0.2606,0,0.6514,0.2408,0.2992,0.3787
AST-002623,OHE,Main_Line,Eastern,32.9,45,35.2,0.782,47.9,110,4177.9,0.753,0.545,0.453,3.45,0.552,1,29.8,False,49.3,722,0.188,27,0.4688,0,0.8564,0.2584,0.4553,0.5305
AST-002624,OHE,Yard,NorthEastern,14.42,45,29.6,0.657,11.0,60,815.9,0.823,0.602,0.148,3.19,0.595,1,18.8,True,18.6,216,0.242,3,0.4803,0,0.2131,0.2251,0.084,0.2769
AST-002625,Track,Branch_Line,Eastern,7.92,30,12.9,0.429,30.8,110,750.1,0.54,0.801,0.786,4.37,0.278,0,6.4,False,1.3,889,0.369,32,0.2715,0,0.6392,0.1144,0.5345,0.382
AST-002626,OHE,Yard,Northern,27.81,45,2.6,0.058,10.8,110,1931.5,0.362,0.234,0.349,3.25,0.183,1,10.8,True,31.9,660,0.396,1,0.2331,1,0.3415,0.0653,0.1401,0.2097
AST-002627,Track,Main_Line,Western,38.0,30,9.1,0.304,33.6,60,7242.5,0.539,0.472,0.107,3.14,0.4,1,21.4,True,5.3,450,0.523,7,0.5003,0,0.4896,0.1311,0.1829,0.3572
AST-002628,Signal,Branch_Line,Western,4.1,15,3.3,0.22,24.3,100,3915.9,0.451,0.838,0.429,4.14,0.209,0,20.1,False,7.5,935,0.226,14,0.0329,0,0.6717,0.0587,0.4049,0.2868
AST-002629,Level_Crossing,Siding,Eastern,1.67,60,122.1,2.035,8.5,80,2437.9,0.628,0.737,0.252,3.45,0.388,0,5.5,True,15.2,413,0.128,1,0.3268,0,0.2839,0.5427,0.0659,0.3288
AST-002630,Signal,Branch_Line,Southern,1.1,15,3.2,0.216,10.0,100,1629.6,0.688,0.364,0.199,5.0,0.449,0,15.5,True,21.9,883,0.168,1,0.0339,0,0.3076,0.0576,0.113,0.1338
AST-002631,Points_and_Crossing,Branch_Line,Central,4.2,20,31.8,1.589,26.2,130,1638.5,0.437,0.56,0.392,3.88,0.181,0,13.2,True,34.3,784,0.491,8,0.3547,0,0.4736,0.4237,0.2102,0.3859
AST-002632,Track,Siding,Eastern,4.26,30,12.7,0.424,6.1,100,763.9,0.831,0.37,0.309,3.78,0.442,0,14.8,True,11.2,268,0.622,1,0.0,0,0.2556,0.1132,0.1525,0.1279
AST-002633,OHE,Branch_Line,Western,12.79,45,19.8,0.441,45.0,60,867.1,0.466,0.703,0.23,4.19,0.3,0,19.1,True,21.4,3204,0.442,12,0.3857,0,0.4416,0.1175,0.4085,0.3388
AST-002634,Track,Branch_Line,Eastern,40.51,30,25.2,0.841,53.9,80,2445.1,0.787,0.148,0.107,2.09,0.586,4,26.1,False,18.9,1267,0.563,32,0.6658,0,0.7868,0.4243,0.6049,0.6326
AST-002635,Signal,Branch_Line,Western,11.57,15,5.8,0.384,14.7,100,2878.9,0.463,0.549,0.714,3.15,0.258,1,8.7,False,13.3,915,0.381,10,0.5325,0,0.5766,0.1525,0.4107,0.4325
AST-002636,Signal,Main_Line,Northern,18.88,15,8.5,0.565,30.6,110,1728.7,0.42,0.939,0.563,3.69,0.367,1,29.2,True,14.7,3505,0.088,6,0.5651,0,0.4674,0.2007,0.3025,0.4053
AST-002637,Signal,Branch_Line,Northern,10.99,15,9.3,0.623,24.2,60,2245.4,0.266,0.058,0.689,4.69,0.197,0,22.5,False,17.3,836,0.043,23,0.2988,0,0.544,0.1662,0.4125,0.3563
AST-002638,OHE,Main_Line,Southern,4.16,45,81.0,1.801,55.4,60,6438.4,0.778,0.037,0.59,2.9,0.463,0,13.5,False,12.8,2032,0.01,38,0.3658,0,0.8349,0.4802,0.593,0.5692
AST-002639,Track,Branch_Line,NorthEastern,34.66,30,1.8,0.061,20.8,60,2328.2,0.627,0.366,0.644,3.26,0.507,0,9.2,False,25.2,382,0.358,13,0.4346,0,0.5236,0.0162,0.3793,0.3484
AST-002640,Track,Yard,NorthEastern,40.06,30,21.3,0.711,12.4,100,4260.2,0.944,0.65,0.469,3.71,0.585,2,26.7,True,18.4,498,0.654,3,0.6428,0,0.4026,0.2895,0.1897,0.4144
AST-002641,Track,Main_Line,NorthEastern,16.93,30,105.7,3.524,53.4,60,3518.2,0.856,0.31,0.461,2.92,0.43,1,34.3,False,36.2,2968,0.435,47,0.4215,1,0.7767,0.85,0.8086,0.6932
AST-002642,Points_and_Crossing,Main_Line,Southern,14.0,20,21.0,1.048,12.0,100,3204.6,0.673,0.562,0.226,2.9,0.55,0,19.2,False,15.3,1490,0.141,6,0.9108,1,0.5684,0.2795,0.3873,0.5717
AST-002643,Signal,Siding,Western,4.66,15,15.9,1.057,6.6,130,794.4,0.423,0.224,0.103,4.62,0.279,0,6.2,False,18.7,436,0.066,3,0.1467,0,0.5175,0.2818,0.267,0.3098
AST-002644,Track,Branch_Line,Northern,25.02,30,3.7,0.122,16.8,80,1412.5,0.437,0.576,0.045,4.24,0.285,2,13.2,True,20.1,1396,0.865,3,0.2101,1,0.3083,0.1325,0.3069,0.2347
AST-002645,Bridge,Branch_Line,Southern,10.91,180,571.5,3.175,8.9,100,653.9,0.562,0.503,0.313,2.14,0.315,0,11.7,True,63.1,1659,0.423,2,0.2338,0,0.2715,0.8,0.2344,0.3868
AST-002646,Level_Crossing,Branch_Line,Southern,22.21,60,16.9,0.281,17.1,130,2036.9,0.582,0.35,0.107,2.23,0.395,2,10.6,False,19.6,569,0.328,11,0.4349,0,0.6248,0.175,0.3773,0.4183
AST-002647,OHE,Main_Line,NorthEastern,3.15,45,35.6,0.792,42.9,80,4321.9,0.668,0.464,0.338,5.0,0.309,0,12.5,False,46.6,3716,0.027,50,0.262,0,0.7694,0.2112,0.7471,0.4743
AST-002648,Track,Main_Line,Western,32.91,30,19.6,0.653,42.4,110,3832.5,0.514,0.373,0.388,3.2,0.437,0,12.4,True,63.0,529,0.209,12,0.3586,0,0.6091,0.174,0.1558,0.3572
AST-002649,Signal,Siding,Southern,19.67,15,0.7,0.046,8.2,80,694.9,0.731,0.332,0.308,3.83,0.54,0,8.5,True,6.4,163,0.413,2,0.3023,0,0.2294,0.0122,0.1078,0.1787
AST-002650,Points_and_Crossing,Yard,Eastern,5.72,20,3.4,0.172,7.1,80,3133.9,0.717,0.261,0.405,4.5,0.399,0,5.5,False,21.9,512,0.64,7,0.3508,1,0.4955,0.0458,0.4114,0.327
AST-002651,Points_and_Crossing,Siding,Southern,7.01,20,0.4,0.021,6.3,60,2000.5,0.745,0.052,0.113,4.35,0.372,0,18.1,True,43.2,832,0.367,1,0.2822,0,0.2174,0.0056,0.1486,0.1736
AST-002652,Track,Branch_Line,Western,32.06,30,7.9,0.263,24.6,80,3575.7,0.613,0.608,0.29,3.68,0.458,0,11.9,True,17.8,1900,0.095,6,0.3424,0,0.4248,0.0701,0.2124,0.2795
AST-002653,Track,Siding,Southern,15.31,30,31.5,1.051,7.4,100,855.3,0.691,0.392,0.13,4.22,0.386,0,34.6,True,17.0,647,0.826,1,0.6009,0,0.2674,0.2803,0.2249,0.3643
AST-002654,Signal,Siding,Southern,7.61,15,6.0,0.397,9.2,100,1980.6,0.57,0.867,0.413,4.15,0.286,0,15.1,True,20.8,914,0.085,1,0.2169,0,0.3128,0.106,0.0991,0.2003
AST-002655,Signal,Main_Line,Eastern,4.51,15,38.6,2.57,14.5,80,2540.2,0.449,0.812,0.134,2.51,0.14,0,13.1,False,21.2,3723,0.123,10,0.3163,1,0.5265,0.6854,0.5329,0.5041
AST-002656,Level_Crossing,Yard,NorthEastern,8.03,60,59.2,0.987,7.2,80,1267.7,0.861,0.372,0.643,3.97,0.42,0,10.6,False,47.5,293,0.274,6,0.3088,1,0.4401,0.2633,0.3143,0.3376
AST-002657,Track,Main_Line,Northern,30.2,30,29.1,0.968,14.2,80,5299.9,0.297,0.088,0.182,2.66,0.371,3,31.1,False,29.5,64,0.493,11,0.3624,0,0.5982,0.4082,0.3681,0.4454
AST-002658,Bridge,Siding,NorthEastern,78.78,180,138.1,0.767,11.1,80,1339.5,0.896,0.297,0.147,1.28,0.67,1,9.9,True,15.1,341,0.239,3,0.5938,0,0.268,0.2546,0.0938,0.3363
AST-002659,Points_and_Crossing,Siding,NorthEastern,3.35,20,2.5,0.125,7.3,100,1252.0,0.82,0.168,0.196,5.0,0.481,1,15.9,False,24.2,121,0.315,4,0.2678,1,0.4786,0.0834,0.2963,0.2892
AST-002660,Points_and_Crossing,Yard,Northern,2.71,20,6.9,0.347,10.3,80,206.7,0.202,0.307,0.52,4.24,0.123,0,10.9,True,91.7,318,0.532,2,0.2275,0,0.2287,0.0924,0.1447,0.1817
AST-002661,Points_and_Crossing,Main_Line,NorthEastern,12.63,20,16.2,0.81,20.0,80,3952.0,0.555,0.537,0.424,2.26,0.429,0,25.1,False,38.7,2323,0.416,23,0.3155,0,0.6055,0.2159,0.6109,0.4219
AST-002662,Level_Crossing,Main_Line,Southern,13.36,60,103.8,1.729,49.5,80,2320.3,0.593,0.532,0.466,2.86,0.43,0,20.6,False,29.0,1843,0.048,25,0.4819,0,0.7534,0.4612,0.5089,0.5622
AST-002663,Bridge,Main_Line,Central,27.99,180,74.1,0.412,30.7,100,513.1,0.323,0.715,0.247,4.09,0.199,0,6.2,False,19.1,895,0.654,21,0.2511,0,0.6122,0.1098,0.5279,0.3656
AST-002664,Bridge,Main_Line,Western,75.51,180,177.8,0.988,68.6,100,4393.3,0.448,0.564,0.251,2.1,0.404,2,23.1,True,63.2,839,0.055,23,0.5405,0,0.7241,0.3634,0.215,0.5025
AST-002665,Signal,Main_Line,Central,20.26,15,44.3,2.955,54.3,60,3833.6,0.35,0.349,0.667,1.31,0.246,0,16.3,False,2.0,2574,0.085,41,0.3995,0,0.7922,0.788,0.6706,0.6551
AST-002666,Track,Siding,Northern,43.13,30,10.9,0.362,16.9,110,789.3,0.58,0.174,0.66,1.81,0.324,2,29.0,False,27.4,665,0.279,14,0.5279,0,0.5482,0.1965,0.3929,0.4309
AST-002667,Track,Main_Line,Central,18.95,30,29.4,0.98,21.2,100,8556.5,0.291,0.328,0.343,4.2,0.129,1,10.6,False,9.0,1635,0.584,17,0.3668,0,0.6839,0.3113,0.5522,0.4759
AST-002668,Track,Yard,Western,22.03,30,48.7,1.625,28.1,100,633.4,0.533,0.675,0.367,3.13,0.252,0,11.9,False,3.8,768,0.083,17,0.5934,0,0.5984,0.4333,0.3798,0.5228
AST-002669,Signal,Branch_Line,Western,17.74,15,5.1,0.337,11.9,60,2788.1,0.498,0.471,0.113,3.55,0.305,1,18.3,True,46.8,776,0.037,3,0.4084,1,0.2786,0.1398,0.0895,0.2545
AST-002670,Track,Branch_Line,Central,36.46,30,22.1,0.736,26.7,130,577.6,0.264,0.248,0.217,2.75,0.373,2,6.2,True,43.5,1156,0.415,8,0.5961,1,0.4454,0.2961,0.2259,0.4204
AST-002671,Bridge,Siding,NorthEastern,60.95,180,25.1,0.139,7.1,110,1167.4,0.718,0.508,0.377,3.11,0.417,0,7.6,True,21.5,166,0.675,1,0.48,1,0.2939,0.0372,0.1547,0.2647
AST-002672,Track,Main_Line,Eastern,12.32,30,15.3,0.509,106.3,60,2336.4,0.918,0.1,0.329,5.0,0.495,0,3.0,False,5.7,1050,0.425,87,0.2702,0,0.7855,0.1358,0.7225,0.459
AST-002673,Track,Main_Line,Central,10.12,30,55.7,1.858,53.1,110,4612.0,0.456,0.672,0.438,2.82,0.34,0,11.0,False,34.0,1870,0.73,42,0.3725,1,0.9038,0.4955,0.7468,0.6188
AST-002674,OHE,Yard,Southern,3.46,45,25.1,0.558,20.9,100,1039.5,0.655,0.076,0.266,4.65,0.448,0,1.5,True,20.3,889,0.117,6,0.4367,0,0.363,0.1488,0.1326,0.297
AST-002675,Track,Siding,NorthEastern,40.4,30,16.7,0.557,13.6,110,488.0,0.867,0.288,0.166,3.11,0.788,0,14.2,True,49.4,242,0.21,2,0.6223,0,0.3169,0.1486,0.0738,0.33
AST-002676,Track,Main_Line,Eastern,15.99,30,64.5,2.15,24.9,60,786.4,0.689,0.389,0.377,2.69,0.295,0,27.7,False,13.6,2493,0.607,28,0.4049,1,0.5047,0.5733,0.6924,0.5201
AST-002677,OHE,Siding,Northern,15.19,45,150.5,3.344,10.8,110,1838.1,0.402,0.05,0.455,2.18,0.244,2,10.1,True,40.6,746,0.003,3,0.5286,1,0.3387,0.9,0.0802,0.4972
AST-002678,Track,Branch_Line,Western,42.34,30,32.3,1.076,12.9,80,1048.5,0.425,0.035,0.252,2.16,0.432,0,6.5,False,13.8,497,0.899,14,0.4155,0,0.4715,0.2869,0.5028,0.4132
AST-002679,Track,Branch_Line,NorthEastern,1.04,30,46.5,1.549,73.9,80,615.6,0.674,0.729,0.121,3.97,0.328,0,15.3,False,11.9,1435,0.311,57,0.4547,1,0.7723,0.4131,0.7143,0.5785
AST-002680,Signal,Yard,Western,23.72,15,15.7,1.048,17.6,60,2066.0,0.499,0.118,0.391,2.38,0.459,0,12.1,True,23.8,178,0.801,4,0.6677,0,0.2945,0.2794,0.1983,0.3883
AST-002681,OHE,Main_Line,Northern,5.07,45,22.6,0.503,56.0,80,1966.1,0.479,0.667,0.262,4.67,0.231,0,18.1,False,61.7,1953,0.174,52,0.2187,0,0.7859,0.134,0.701,0.44
AST-002682,OHE,Main_Line,Central,7.47,45,145.7,3.237,34.5,110,895.1,0.498,0.121,0.205,2.41,0.364,1,18.2,False,25.1,1251,0.208,26,0.4825,1,0.6686,0.85,0.4975,0.6325
AST-002683,Bridge,Siding,Central,18.58,180,517.1,2.873,17.6,80,583.5,0.433,0.785,0.253,2.25,0.27,0,15.6,True,57.8,466,0.78,5,0.4296,1,0.289,0.7661,0.2241,0.4407
AST-002684,Bridge,Siding,NorthEastern,18.11,180,266.9,1.483,8.5,110,1804.5,0.83,0.458,0.403,4.34,0.467,0,18.5,True,15.6,381,0.341,2,0.3419,0,0.3226,0.3954,0.1116,0.3149
AST-002685,Bridge,Main_Line,Eastern,64.12,180,288.1,1.601,31.9,110,3047.8,0.77,0.209,0.253,2.69,0.429,1,8.3,False,61.1,3004,0.104,33,0.7482,1,0.7155,0.4769,0.6633,0.6578
AST-002686,Track,Main_Line,Eastern,4.37,30,5.4,0.179,76.9,60,4317.7,0.553,0.829,0.543,4.5,0.254,0,33.0,False,7.4,1342,0.24,70,0.3588,1,0.8449,0.0478,0.7098,0.4795
AST-002687,Bridge,Main_Line,Northern,41.42,180,29.1,0.162,29.4,80,3890.8,0.128,0.615,0.149,3.69,0.076,0,9.4,False,68.8,1411,0.441,18,0.2802,0,0.6664,0.0432,0.5107,0.3714
AST-002688,Signal,Branch_Line,Eastern,3.77,15,36.8,2.452,8.2,80,1733.1,0.688,0.286,0.426,3.92,0.327,0,7.7,True,12.0,2211,0.308,1,0.2692,1,0.2604,0.6539,0.2516,0.3601
AST-002689,Signal,Main_Line,NorthEastern,17.13,15,8.7,0.582,44.8,110,3887.7,0.883,0.555,0.155,3.46,0.539,0,18.8,False,54.2,386,0.353,24,0.4381,0,0.8272,0.1553,0.4429,0.4848
AST-002690,Bridge,Branch_Line,Eastern,8.79,180,54.3,0.302,13.7,80,1970.3,0.781,0.551,0.157,5.0,0.45,0,17.9,False,37.7,544,0.323,12,0.4942,0,0.5042,0.0804,0.38,0.3766
AST-002691,Track,Siding,Western,25.74,30,11.6,0.387,5.2,80,1752.2,0.666,0.183,0.377,2.43,0.422,0,33.8,False,8.8,244,0.228,5,0.6813,0,0.4408,0.1031,0.2951,0.4067
AST-002692,Points_and_Crossing,Siding,Eastern,11.28,20,13.8,0.689,7.7,80,1486.2,0.743,0.478,0.377,2.99,0.519,0,8.5,True,33.6,477,0.315,2,0.3918,1,0.25,0.1836,0.1144,0.2556
AST-002693,Track,Main_Line,Southern,23.59,30,29.2,0.972,32.0,60,5601.6,0.742,0.357,0.181,3.9,0.55,0,16.0,False,72.0,1397,0.409,21,0.5934,1,0.6788,0.2593,0.5206,0.5246
AST-002694,Points_and_Crossing,Main_Line,NorthEastern,6.04,20,8.6,0.43,56.3,110,3602.5,0.743,0.512,0.538,3.4,0.431,0,24.7,False,6.7,2571,0.737,30,0.3104,0,0.8948,0.1147,0.7366,0.5007
AST-002695,Track,Main_Line,Western,28.26,30,71.4,2.382,32.0,60,3832.1,0.381,0.564,0.335,2.49,0.305,1,15.9,False,29.5,1892,0.613,32,0.4917,0,0.6434,0.6851,0.667,0.6119
AST-002696,Points_and_Crossing,Branch_Line,NorthEastern,18.11,20,3.4,0.169,14.3,110,3183.9,0.569,0.389,0.469,3.47,0.524,3,37.4,False,35.1,669,0.169,12,0.7101,1,0.6021,0.195,0.3596,0.4964
AST-002697,Track,Yard,Northern,14.36,30,91.6,3.055,16.5,80,1082.4,0.314,0.402,0.349,1.91,0.245,1,17.3,True,7.3,1112,0.427,4,0.6104,1,0.2965,0.85,0.2014,0.5148
AST-002698,Track,Siding,NorthEastern,37.87,30,23.6,0.788,17.6,80,588.5,0.904,0.185,0.593,2.59,0.73,0,13.6,False,22.5,488,0.297,17,0.5362,1,0.4891,0.2101,0.3991,0.42
